"","gene","human.homolog","ciona.name"
"509","KY21:KY21.Chr1.1456","GTF2F2",""
"510","KY21:KY21.Chr1.1457","HASPIN",""
"511","KY21:KY21.Chr1.1458","NAT1",""
"512","KY21:KY21.Chr1.1459","PDE11A / PDE6A",""
"513","KY21:KY21.Chr1.146","KDM3B",""
"514","KY21:KY21.Chr1.1460","SLC66A1",""
"515","KY21:KY21.Chr1.1461","KCNJ18",""
"516","KY21:KY21.Chr1.1462","FUCA1",""
"517","KY21:KY21.Chr1.1463","ANKRD60",""
"518","KY21:KY21.Chr1.1464","EFHC2",""
"519","KY21:KY21.Chr1.1465","KLHL24",""
"520","KY21:KY21.Chr1.1466","NLGN3",""
"521","KY21:KY21.Chr1.1467","PID1",""
"522","KY21:KY21.Chr1.1468","FAM124A",""
"523","KY21:KY21.Chr1.1469","MYO7A",""
"524","KY21:KY21.Chr1.147","SGIP1",""
"525","KY21:KY21.Chr1.1470","CUL3",""
"526","KY21:KY21.Chr1.1471","CTRB1",""
"527","KY21:KY21.Chr1.1472","IL17RD",""
"528","KY21:KY21.Chr1.1473","CTXND1",""
"529","KY21:KY21.Chr1.1474","EIF2AK3",""
"530","KY21:KY21.Chr1.1475","IL17RA",""
"531","KY21:KY21.Chr1.1476","IL17RA",""
"532","KY21:KY21.Chr1.1477","IL17RA",""
"533","KY21:KY21.Chr1.1478","TRAPPC1",""
"534","KY21:KY21.Chr1.1479","SPCS2",""
"535","KY21:KY21.Chr1.148","DUOX1",""
"536","KY21:KY21.Chr1.1480","PRUNE2",""
"537","KY21:KY21.Chr1.1481","PRUNE1",""
"538","KY21:KY21.Chr1.1482","MRPL3",""
"539","KY21:KY21.Chr1.1483","MTFP1",""
"540","KY21:KY21.Chr1.1484","SSR3",""
"541","KY21:KY21.Chr1.1485","GPS2",""
"542","KY21:KY21.Chr1.1486","CHSY1",""
"543","KY21:KY21.Chr1.1487","JMJD1C",""
"544","KY21:KY21.Chr1.1488","TMPRSS4 / CTRB1",""
"545","KY21:KY21.Chr1.1489","FUT4",""
"546","KY21:KY21.Chr1.149","XIAP",""
"547","KY21:KY21.Chr1.1490","SAMD3",""
"548","KY21:KY21.Chr1.1491","ZXDC",""
"549","KY21:KY21.Chr1.1492","HNRNPM / MYEF2",""
"550","KY21:KY21.Chr1.1493","HMGXB3",""
"551","KY21:KY21.Chr1.1494","KLF18",""
"552","KY21:KY21.Chr1.1495","ABCC2",""
"553","KY21:KY21.Chr1.1496","KY21:KY21.Chr1.1496",""
"554","KY21:KY21.Chr1.1497","ORC2",""
"555","KY21:KY21.Chr1.1498","TMED9",""
"556","KY21:KY21.Chr1.1499","GRIK2",""
"557","KY21:KY21.Chr1.15","PIK3CA",""
"558","KY21:KY21.Chr1.150","BLOC1S1",""
"559","KY21:KY21.Chr1.1500","KDM8",""
"560","KY21:KY21.Chr1.1501","KDM8",""
"561","KY21:KY21.Chr1.1502","KDM8",""
"562","KY21:KY21.Chr1.1503","FAM135B",""
"563","KY21:KY21.Chr1.1504","CNBP","Ci-ZF010"
"564","KY21:KY21.Chr1.1505","MEGF6",""
"565","KY21:KY21.Chr1.1506","GNPDA2",""
"566","KY21:KY21.Chr1.1507","ENGASE",""
"567","KY21:KY21.Chr1.1508","SSR4",""
"568","KY21:KY21.Chr1.1509","NRG2",""
"569","KY21:KY21.Chr1.151","BPIFB4",""
"570","KY21:KY21.Chr1.1510","SYNJ2BP / CYP26B1",""
"571","KY21:KY21.Chr1.1511","OR52B2",""
"572","KY21:KY21.Chr1.1512","OSGEP",""
"573","KY21:KY21.Chr1.1513","ZFYVE21",""
"574","KY21:KY21.Chr1.1514","CSE1L",""
"575","KY21:KY21.Chr1.1515","RASAL3",""
"576","KY21:KY21.Chr1.1516","COL12A1",""
"577","KY21:KY21.Chr1.1517","STX16",""
"578","KY21:KY21.Chr1.1518","UTP23",""
"579","KY21:KY21.Chr1.1519","CSPP1",""
"580","KY21:KY21.Chr1.152","BPIFB4",""
"581","KY21:KY21.Chr1.1520","C3orf38",""
"582","KY21:KY21.Chr1.1521","ABR",""
"583","KY21:KY21.Chr1.1522","CABP5",""
"584","KY21:KY21.Chr1.1523","HBS1L",""
"585","KY21:KY21.Chr1.1524","NOMO1",""
"586","KY21:KY21.Chr1.1525","MRPS6",""
"587","KY21:KY21.Chr1.1526","TBL2",""
"588","KY21:KY21.Chr1.1527","CIAO2A",""
"589","KY21:KY21.Chr1.1528","FGF4","Fgftun2"
"590","KY21:KY21.Chr1.1529","STX12",""
"591","KY21:KY21.Chr1.153","CCN1",""
"592","KY21:KY21.Chr1.1530","NAPG",""
"593","KY21:KY21.Chr1.1531","STX7",""
"594","KY21:KY21.Chr1.1532","STMND1",""
"595","KY21:KY21.Chr1.1533","RGS19",""
"596","KY21:KY21.Chr1.1534","GFUS",""
"597","KY21:KY21.Chr1.1535","CFAP52",""
"598","KY21:KY21.Chr1.1536","TNFAIP6",""
"599","KY21:KY21.Chr1.1537","ANKRD66",""
"600","KY21:KY21.Chr1.1538","TFAP2E","Tfap2-r.a"
"601","KY21:KY21.Chr1.1539","RXFP1",""
"602","KY21:KY21.Chr1.154","IP6K3",""
"603","KY21:KY21.Chr1.1540","LRP10",""
"604","KY21:KY21.Chr1.1541","NOL10",""
"605","KY21:KY21.Chr1.1542","ARMC1",""
"606","KY21:KY21.Chr1.1543","NLRP3",""
"607","KY21:KY21.Chr1.1544","PPP1R42",""
"608","KY21:KY21.Chr1.1545","MCPH1",""
"609","KY21:KY21.Chr1.1546","IQGAP2",""
"610","KY21:KY21.Chr1.1547","MAP3K9",""
"611","KY21:KY21.Chr1.1548","KLC2",""
"612","KY21:KY21.Chr1.1549","EPB41L1",""
"613","KY21:KY21.Chr1.155","POGLUT2",""
"614","KY21:KY21.Chr1.1550","NDUFB8",""
"615","KY21:KY21.Chr1.1551","C8orf48",""
"616","KY21:KY21.Chr1.1552","TENT2",""
"617","KY21:KY21.Chr1.1553","PKP4 / OR1C1",""
"618","KY21:KY21.Chr1.1554","TRAF7",""
"619","KY21:KY21.Chr1.1555","TSN",""
"620","KY21:KY21.Chr1.1556","ASB3",""
"621","KY21:KY21.Chr1.1557","NARF",""
"622","KY21:KY21.Chr1.1558","C6",""
"623","KY21:KY21.Chr1.1559","C6",""
"624","KY21:KY21.Chr1.156","ABAT",""
"625","KY21:KY21.Chr1.1560","C6",""
"626","KY21:KY21.Chr1.1561","HNRNPH2",""
"627","KY21:KY21.Chr1.1562","RPL19",""
"628","KY21:KY21.Chr1.1563","LNPK",""
"629","KY21:KY21.Chr1.1564","DCPS",""
"630","KY21:KY21.Chr1.1565","MEP1A",""
"631","KY21:KY21.Chr1.1566","HLA-DRA",""
"632","KY21:KY21.Chr1.1567","ADGRB3",""
"633","KY21:KY21.Chr1.1568","MEP1B",""
"634","KY21:KY21.Chr1.1569","TLL2",""
"635","KY21:KY21.Chr1.157","ABAT",""
"636","KY21:KY21.Chr1.1570","MEP1B",""
"637","KY21:KY21.Chr1.1571","MFNG","Fringe 5"
"638","KY21:KY21.Chr1.1572","STT3B",""
"639","KY21:KY21.Chr1.1573","KRTCAP2",""
"640","KY21:KY21.Chr1.1574","SP2",""
"641","KY21:KY21.Chr1.1575","GLI1",""
"642","KY21:KY21.Chr1.1576","STAM",""
"643","KY21:KY21.Chr1.1577","TP63","Tp53/73.a"
"644","KY21:KY21.Chr1.1578","LIM2",""
"645","KY21:KY21.Chr1.1579","CIZ1",""
"646","KY21:KY21.Chr1.158","RNF181",""
"647","KY21:KY21.Chr1.1580","FTH1",""
"648","KY21:KY21.Chr1.1581","SLC25A12",""
"649","KY21:KY21.Chr1.1582","SLC25A12",""
"650","KY21:KY21.Chr1.1583","GTPBP4",""
"651","KY21:KY21.Chr1.1584","ZNF808",""
"652","KY21:KY21.Chr1.1585","NACA4P",""
"653","KY21:KY21.Chr1.1586","GHSR",""
"654","KY21:KY21.Chr1.1587","HORMAD1",""
"655","KY21:KY21.Chr1.1588","HORMAD1",""
"656","KY21:KY21.Chr1.1589","GHSR",""
"657","KY21:KY21.Chr1.159","PDCD6IP",""
"658","KY21:KY21.Chr1.1590","C1orf74",""
"659","KY21:KY21.Chr1.1591","IMMP2L",""
"660","KY21:KY21.Chr1.1592","LRRN2",""
"661","KY21:KY21.Chr1.1593","PDK2",""
"662","KY21:KY21.Chr1.1594","ANKHD1",""
"663","KY21:KY21.Chr1.1595","KLHL20",""
"664","KY21:KY21.Chr1.1596","ANKMY2",""
"665","KY21:KY21.Chr1.1597","UST",""
"666","KY21:KY21.Chr1.1598","ABCC1",""
"667","KY21:KY21.Chr1.1599","NUDT15",""
"668","KY21:KY21.Chr1.16","TES",""
"669","KY21:KY21.Chr1.160","TMEM196",""
"670","KY21:KY21.Chr1.1600","PSMA2",""
"671","KY21:KY21.Chr1.1601","ACTC1","Acta.d"
"672","KY21:KY21.Chr1.1602","ANKZF1",""
"673","KY21:KY21.Chr1.1603","GTPBP10",""
"674","KY21:KY21.Chr1.1604","MMADHC",""
"675","KY21:KY21.Chr1.1605","MUC22",""
"676","KY21:KY21.Chr1.1606","NRCAM",""
"677","KY21:KY21.Chr1.1607","DRD1",""
"678","KY21:KY21.Chr1.1608","IMPDH2",""
"679","KY21:KY21.Chr1.1609","IFI30",""
"680","KY21:KY21.Chr1.161","RPS18",""
"681","KY21:KY21.Chr1.1610","LSM6",""
"682","KY21:KY21.Chr1.1611","PGAM5",""
"683","KY21:KY21.Chr1.1612","RMDN1",""
"684","KY21:KY21.Chr1.1613","RMDN1",""
"685","KY21:KY21.Chr1.1614","N6AMT1",""
"686","KY21:KY21.Chr1.1615","FBXO9",""
"687","KY21:KY21.Chr1.1616","RBBP6",""
"688","KY21:KY21.Chr1.1617","PARP9",""
"689","KY21:KY21.Chr1.1618","ALPL",""
"690","KY21:KY21.Chr1.1619","ALPL",""
"691","KY21:KY21.Chr1.162","BARHL1","Nkxtun3"
"692","KY21:KY21.Chr1.1620","GLIPR2",""
"693","KY21:KY21.Chr1.1621","GLIPR2",""
"694","KY21:KY21.Chr1.1622","MAGEL2",""
"695","KY21:KY21.Chr1.1623","APOC2",""
"696","KY21:KY21.Chr1.1624","POM121",""
"697","KY21:KY21.Chr1.1625","POM121",""
"698","KY21:KY21.Chr1.1626","POM121",""
"699","KY21:KY21.Chr1.1627","POP1",""
"700","KY21:KY21.Chr1.1628","POM121",""
"701","KY21:KY21.Chr1.1629","TEX11",""
"702","KY21:KY21.Chr1.163","B4GALNT3",""
"703","KY21:KY21.Chr1.1630","POM121",""
"704","KY21:KY21.Chr1.1631","LSM12",""
"705","KY21:KY21.Chr1.1632","DTD2",""
"706","KY21:KY21.Chr1.1633","ADGRB3",""
"707","KY21:KY21.Chr1.1634","ADGRG7 / CCDC66",""
"708","KY21:KY21.Chr1.1635","SSTR2",""
"709","KY21:KY21.Chr1.1636","STRADA",""
"710","KY21:KY21.Chr1.1637","PCNX2",""
"711","KY21:KY21.Chr1.1638","RLN3",""
"712","KY21:KY21.Chr1.1639","HEXIM1",""
"713","KY21:KY21.Chr1.164","LASP1",""
"714","KY21:KY21.Chr1.1640","ABI1",""
"715","KY21:KY21.Chr1.1641","MYL1","Myl.i"
"716","KY21:KY21.Chr1.1642","MYL1","Myl.f"
"717","KY21:KY21.Chr1.1643","SLC25A20",""
"718","KY21:KY21.Chr1.1644","MYL1","Myl.g"
"719","KY21:KY21.Chr1.1645","MYL1","Myl.h"
"720","KY21:KY21.Chr1.1646","GCDH",""
"721","KY21:KY21.Chr1.1647","NAAA",""
"722","KY21:KY21.Chr1.1648","NAAA",""
"723","KY21:KY21.Chr1.1649","TMUB1",""
"724","KY21:KY21.Chr1.165","TIMELESS",""
"725","KY21:KY21.Chr1.1650","DPP6",""
"726","KY21:KY21.Chr1.1651","AGAP1",""
"727","KY21:KY21.Chr1.1652","USH2A",""
"728","KY21:KY21.Chr1.1653","RETREG3",""
"729","KY21:KY21.Chr1.1654","HTR1A",""
"730","KY21:KY21.Chr1.1655","HDAC7",""
"731","KY21:KY21.Chr1.1656","TGM6",""
"732","KY21:KY21.Chr1.1657","LRP2 / LRP1",""
"733","KY21:KY21.Chr1.1658","RXFP2 / LRP1B",""
"734","KY21:KY21.Chr1.1659","IL6ST",""
"735","KY21:KY21.Chr1.166","HCN4",""
"736","KY21:KY21.Chr1.1660","DHRS13",""
"737","KY21:KY21.Chr1.1661","EXOSC7",""
"738","KY21:KY21.Chr1.1662","BRD7",""
"739","KY21:KY21.Chr1.1663","ATP6V1D",""
"740","KY21:KY21.Chr1.1664","THOC6",""
"741","KY21:KY21.Chr1.1665","SLC48A1",""
"742","KY21:KY21.Chr1.1666","MYCBP2",""
"743","KY21:KY21.Chr1.1667","CRPPA",""
"744","KY21:KY21.Chr1.1668","RAPGEFL1",""
"745","KY21:KY21.Chr1.1669","UGGT2",""
"746","KY21:KY21.Chr1.167","FPGS",""
"747","KY21:KY21.Chr1.1670","PDPN",""
"748","KY21:KY21.Chr1.1671","EVX1","Evx.a"
"749","KY21:KY21.Chr1.1672","G3BP2",""
"750","KY21:KY21.Chr1.1673","LRRIQ1",""
"751","KY21:KY21.Chr1.1674","TMEM128",""
"752","KY21:KY21.Chr1.1675","AGPAT5",""
"753","KY21:KY21.Chr1.1676","TRIML2",""
"754","KY21:KY21.Chr1.1677","CRISPLD2",""
"755","KY21:KY21.Chr1.1678","HDAC6",""
"756","KY21:KY21.Chr1.1679","NCOA4",""
"757","KY21:KY21.Chr1.168","SLC49A4",""
"758","KY21:KY21.Chr1.1680","FHIP1A",""
"759","KY21:KY21.Chr1.1681","TMEM177",""
"760","KY21:KY21.Chr1.1682","CREB1","Creb1/Crem/Atf1 "
"761","KY21:KY21.Chr1.1683","NFX1","NF-X-like// Ci-ZF243"
"762","KY21:KY21.Chr1.1684","SMUG1",""
"763","KY21:KY21.Chr1.1685","PATL1",""
"764","KY21:KY21.Chr1.1686","CINP",""
"765","KY21:KY21.Chr1.1687","CXorf58",""
"766","KY21:KY21.Chr1.1688","CYP4B1 / CYP4F2",""
"767","KY21:KY21.Chr1.1689","TXNDC16 / BRF1",""
"768","KY21:KY21.Chr1.169","ZBED4",""
"769","KY21:KY21.Chr1.1690","KANSL2",""
"770","KY21:KY21.Chr1.1691","TSPAN6",""
"771","KY21:KY21.Chr1.1692","ZFAND4",""
"772","KY21:KY21.Chr1.1693","CABCOCO1",""
"773","KY21:KY21.Chr1.1694","CFAP92",""
"774","KY21:KY21.Chr1.1695","ADGRG4",""
"775","KY21:KY21.Chr1.1696","DHX34",""
"776","KY21:KY21.Chr1.1697","CCDC51",""
"777","KY21:KY21.Chr1.1698","VPS53",""
"778","KY21:KY21.Chr1.1699","MAN2B2",""
"779","KY21:KY21.Chr1.17","RTF2",""
"780","KY21:KY21.Chr1.170","ZMYND10",""
"781","KY21:KY21.Chr1.1700","FOXL2","Foxl2"
"782","KY21:KY21.Chr1.1701","HAND2","Hand-r"
"783","KY21:KY21.Chr1.1702","PPP2R3B / PPP2R3A",""
"784","KY21:KY21.Chr1.1703","SEC62",""
"785","KY21:KY21.Chr1.1704","THOP1",""
"786","KY21:KY21.Chr1.1705","PLG",""
"787","KY21:KY21.Chr1.1706","PGS1 / DNAI3",""
"788","KY21:KY21.Chr1.1707","CDK13",""
"789","KY21:KY21.Chr1.1708","UQCC1",""
"790","KY21:KY21.Chr1.1709","MTA1",""
"791","KY21:KY21.Chr1.171","CBX3",""
"792","KY21:KY21.Chr1.1710","CACNA1D",""
"793","KY21:KY21.Chr1.1711","KY21:KY21.Chr1.1711",""
"794","KY21:KY21.Chr1.1712","TXNRD3",""
"795","KY21:KY21.Chr1.1713","CLDN24",""
"796","KY21:KY21.Chr1.1714","MAP1A",""
"797","KY21:KY21.Chr1.1715","CA2",""
"798","KY21:KY21.Chr1.1716","CDK2",""
"799","KY21:KY21.Chr1.1717","HAT1",""
"800","KY21:KY21.Chr1.1718","SLC22A8",""
"801","KY21:KY21.Chr1.1719","CNKSR2",""
"802","KY21:KY21.Chr1.172","HNRNPA3 / HNRNPA1L2",""
"803","KY21:KY21.Chr1.1720","ORM2",""
"804","KY21:KY21.Chr1.1721","PRAMEF5",""
"805","KY21:KY21.Chr1.1722","SLC49A4",""
"806","KY21:KY21.Chr1.1723","PPP2R1A",""
"807","KY21:KY21.Chr1.1724","SFXN2",""
"808","KY21:KY21.Chr1.1725","BNIP3 / BNIP3L",""
"809","KY21:KY21.Chr1.1726","MRPL35",""
"810","KY21:KY21.Chr1.1727","PSMB2",""
"811","KY21:KY21.Chr1.1728","LRRIQ4",""
"812","KY21:KY21.Chr1.1729","KCNK18",""
"813","KY21:KY21.Chr1.173","TSPAN31",""
"814","KY21:KY21.Chr1.1730","KIF17",""
"815","KY21:KY21.Chr1.1731","LIM2",""
"816","KY21:KY21.Chr1.1732","RGL2",""
"817","KY21:KY21.Chr1.1733","GPR137",""
"818","KY21:KY21.Chr1.1734","YME1L1",""
"819","KY21:KY21.Chr1.1735","ZAN",""
"820","KY21:KY21.Chr1.1736","MGAM2",""
"821","KY21:KY21.Chr1.1737","SORT1",""
"822","KY21:KY21.Chr1.1738","CCDC62",""
"823","KY21:KY21.Chr1.1739","SLC22A5",""
"824","KY21:KY21.Chr1.174","NAA38",""
"825","KY21:KY21.Chr1.1740","TCTE1",""
"826","KY21:KY21.Chr1.1741","CCDC166",""
"827","KY21:KY21.Chr1.1742","BAZ2B",""
"828","KY21:KY21.Chr1.1743","CLCA2",""
"829","KY21:KY21.Chr1.1744","ADCK1",""
"830","KY21:KY21.Chr1.1745","ACTA1","Acta.a"
"831","KY21:KY21.Chr1.1746","SLC6A1 / SLC6A11",""
"832","KY21:KY21.Chr1.1747","CSMD1",""
"833","KY21:KY21.Chr1.1748","CSMD1",""
"834","KY21:KY21.Chr1.1749","JMJD6",""
"835","KY21:KY21.Chr1.175","SAP30L",""
"836","KY21:KY21.Chr1.1750","JMJD6",""
"837","KY21:KY21.Chr1.1751","PIK3C3",""
"838","KY21:KY21.Chr1.1752","KLHDC1",""
"839","KY21:KY21.Chr1.1753","PLXNB1",""
"840","KY21:KY21.Chr1.1754","NSMCE4A",""
"841","KY21:KY21.Chr1.1755","BHMT",""
"842","KY21:KY21.Chr1.1756","BHMT",""
"843","KY21:KY21.Chr1.1757","SLC5A11",""
"844","KY21:KY21.Chr1.1758","BHMT",""
"845","KY21:KY21.Chr1.1759","PI4K2A",""
"846","KY21:KY21.Chr1.176","ATP5MC2",""
"847","KY21:KY21.Chr1.1760","OR10AD1",""
"848","KY21:KY21.Chr1.1761","UBE2M",""
"849","KY21:KY21.Chr1.1762","EHD3",""
"850","KY21:KY21.Chr1.1763","RAB44",""
"851","KY21:KY21.Chr1.1764","YRDC",""
"852","KY21:KY21.Chr1.1765","IL20RA",""
"853","KY21:KY21.Chr1.1766","EBI3",""
"854","KY21:KY21.Chr1.1767","TRIM6",""
"855","KY21:KY21.Chr1.1768","CHEK1",""
"856","KY21:KY21.Chr1.1769","ENPP1",""
"857","KY21:KY21.Chr1.177","ZFX",""
"858","KY21:KY21.Chr1.1770","HOMEZ",""
"859","KY21:KY21.Chr1.1771","RHOB",""
"860","KY21:KY21.Chr1.1772","CHKB",""
"861","KY21:KY21.Chr1.1773","PAQR5 / PAQR9",""
"862","KY21:KY21.Chr1.1774","VCAN",""
"863","KY21:KY21.Chr1.1775","NLE1",""
"864","KY21:KY21.Chr1.1776","ZMYM1",""
"865","KY21:KY21.Chr1.1777","UNC93A",""
"866","KY21:KY21.Chr1.1778","OR2A1",""
"867","KY21:KY21.Chr1.1779","GRHL1",""
"868","KY21:KY21.Chr1.178","RDH14",""
"869","KY21:KY21.Chr1.1780","KY21:KY21.Chr1.1780",""
"870","KY21:KY21.Chr1.1781","XIAP",""
"871","KY21:KY21.Chr1.1782","NALF1",""
"872","KY21:KY21.Chr1.1783","SUCLA2",""
"873","KY21:KY21.Chr1.1784","TWF2",""
"874","KY21:KY21.Chr1.1785","MON1A",""
"875","KY21:KY21.Chr1.1786","FUCA2",""
"876","KY21:KY21.Chr1.1787","STAU1",""
"877","KY21:KY21.Chr1.1788","GPR161",""
"878","KY21:KY21.Chr1.1789","CCDC50",""
"879","KY21:KY21.Chr1.179","RDH14",""
"880","KY21:KY21.Chr1.1790","TKT",""
"881","KY21:KY21.Chr1.1791","UTP3",""
"882","KY21:KY21.Chr1.1792","PGD",""
"883","KY21:KY21.Chr1.1793","RPP21",""
"884","KY21:KY21.Chr1.1794","TEX36",""
"885","KY21:KY21.Chr1.1795","PLCH2",""
"886","KY21:KY21.Chr1.1796","EFCAB14",""
"887","KY21:KY21.Chr1.1797","HMCN1",""
"888","KY21:KY21.Chr1.1798","CASZ1","Ci-ZF241 / Ci-ZF306"
"889","KY21:KY21.Chr1.1799","MDGA1",""
"890","KY21:KY21.Chr1.18","TOR1B",""
"891","KY21:KY21.Chr1.180","RNASEH1",""
"892","KY21:KY21.Chr1.1800","DNMT1 / EME2",""
"893","KY21:KY21.Chr1.1801","PRR27",""
"894","KY21:KY21.Chr1.1802","RNF13",""
"895","KY21:KY21.Chr1.1803","SCYL2",""
"896","KY21:KY21.Chr1.1804","BCAN",""
"897","KY21:KY21.Chr1.1805","CYP2B6",""
"898","KY21:KY21.Chr1.1806","SNX27",""
"899","KY21:KY21.Chr1.1807","H3C13",""
"900","KY21:KY21.Chr1.1808","NLRC5",""
"901","KY21:KY21.Chr1.1809","PLEKHM2",""
"902","KY21:KY21.Chr1.181","CLNS1A",""
"903","KY21:KY21.Chr1.1810","STUM",""
"904","KY21:KY21.Chr1.1811","FSIP2",""
"905","KY21:KY21.Chr1.1812","SLC16A14",""
"906","KY21:KY21.Chr1.1813","DHX37",""
"907","KY21:KY21.Chr1.1814","GJA9",""
"908","KY21:KY21.Chr1.1815","RAE1",""
"909","KY21:KY21.Chr1.1816","TMEM214",""
"910","KY21:KY21.Chr1.1817","MMP16",""
"911","KY21:KY21.Chr1.1818","B3GALT1",""
"912","KY21:KY21.Chr1.1819","ERV3-1 / CRYBG2 / COG1",""
"913","KY21:KY21.Chr1.182","MTX1 / MTX3",""
"914","KY21:KY21.Chr1.1820","MRS2",""
"915","KY21:KY21.Chr1.1821","KHDRBS3",""
"916","KY21:KY21.Chr1.1822","LMBRD1",""
"917","KY21:KY21.Chr1.1823","DUOX1",""
"918","KY21:KY21.Chr1.1824","D2HGDH",""
"919","KY21:KY21.Chr1.1825","FCN1",""
"920","KY21:KY21.Chr1.1826","ZNF609",""
"921","KY21:KY21.Chr1.1827","PHF12",""
"922","KY21:KY21.Chr1.1828","MBD1",""
"923","KY21:KY21.Chr1.1829","HDAC9",""
"924","KY21:KY21.Chr1.183","TACC3",""
"925","KY21:KY21.Chr1.1830","TP53AIP1",""
"926","KY21:KY21.Chr1.1831","PEX16",""
"927","KY21:KY21.Chr1.1832","NTPCR",""
"928","KY21:KY21.Chr1.1833","SLC36A1",""
"929","KY21:KY21.Chr1.1834","HIP1",""
"930","KY21:KY21.Chr1.1835","LYG2",""
"931","KY21:KY21.Chr1.1836","TMIGD2",""
"932","KY21:KY21.Chr1.1837","LHX4",""
"933","KY21:KY21.Chr1.1838","C3",""
"934","KY21:KY21.Chr1.1839","SLC38A8",""
"935","KY21:KY21.Chr1.184","TMCO3",""
"936","KY21:KY21.Chr1.1840","API5",""
"937","KY21:KY21.Chr1.1841","DGUOK",""
"938","KY21:KY21.Chr1.1842","MIB1",""
"939","KY21:KY21.Chr1.1843","RUSC1",""
"940","KY21:KY21.Chr1.1844","MTCL1",""
"941","KY21:KY21.Chr1.1845","UNC93A",""
"942","KY21:KY21.Chr1.1846","TF",""
"943","KY21:KY21.Chr1.1847","ARL8A",""
"944","KY21:KY21.Chr1.1848","CLCNKA",""
"945","KY21:KY21.Chr1.1849","TNFRSF1B",""
"946","KY21:KY21.Chr1.185","AMOTL1",""
"947","KY21:KY21.Chr1.1850","VPS33A",""
"948","KY21:KY21.Chr1.1851","SORD",""
"949","KY21:KY21.Chr1.1852","SORD",""
"950","KY21:KY21.Chr1.1853","PDCD7",""
"951","KY21:KY21.Chr1.1854","POLK",""
"952","KY21:KY21.Chr1.1855","VPS18",""
"953","KY21:KY21.Chr1.1856","MRPL24",""
"954","KY21:KY21.Chr1.1857","TSTD1",""
"955","KY21:KY21.Chr1.1858","MSRA",""
"956","KY21:KY21.Chr1.1859","EIF4E3",""
"957","KY21:KY21.Chr1.186","TNFRSF21",""
"958","KY21:KY21.Chr1.1860","SLCO1C1",""
"959","KY21:KY21.Chr1.1861","RXFP1 / LRP1",""
"960","KY21:KY21.Chr1.1862","FUT6",""
"961","KY21:KY21.Chr1.1863","FUT7",""
"962","KY21:KY21.Chr1.1864","FUT6",""
"963","KY21:KY21.Chr1.1865","UGGT1",""
"964","KY21:KY21.Chr1.1866","GPD2",""
"965","KY21:KY21.Chr1.1867","SUOX",""
"966","KY21:KY21.Chr1.1868","TRAV12-2",""
"967","KY21:KY21.Chr1.1869","POLD3",""
"968","KY21:KY21.Chr1.187","WDR93",""
"969","KY21:KY21.Chr1.1870","SNRNP200",""
"970","KY21:KY21.Chr1.1871","SOX14","Sox14/15/21"
"971","KY21:KY21.Chr1.1872","ANK3",""
"972","KY21:KY21.Chr1.1873","INTS11",""
"973","KY21:KY21.Chr1.1874","EDEM1",""
"974","KY21:KY21.Chr1.1875","TNXB",""
"975","KY21:KY21.Chr1.1876","KLHL24",""
"976","KY21:KY21.Chr1.1877","BBS4",""
"977","KY21:KY21.Chr1.1878","XDH",""
"978","KY21:KY21.Chr1.1879","YOD1","Ci-ZF034"
"979","KY21:KY21.Chr1.188","EPHA4","Eph.a"
"980","KY21:KY21.Chr1.1880","KCNK4",""
"981","KY21:KY21.Chr1.1881","AFG3L2",""
"982","KY21:KY21.Chr1.1882","FADS3",""
"983","KY21:KY21.Chr1.1883","ABCA9",""
"984","KY21:KY21.Chr1.1884","HOXD3",""
"985","KY21:KY21.Chr1.1885","SLC4A8 / LRRK2",""
"986","KY21:KY21.Chr1.1886","NUDT21",""
"987","KY21:KY21.Chr1.1887","HS3ST1",""
"988","KY21:KY21.Chr1.1888","SMIM30",""
"989","KY21:KY21.Chr1.1889","PSMC3IP",""
"990","KY21:KY21.Chr1.189","EPHA4","Eph.b"
"991","KY21:KY21.Chr1.1890","CCDC150",""
"992","KY21:KY21.Chr1.1891","CAPZB",""
"993","KY21:KY21.Chr1.1892","STPG1",""
"994","KY21:KY21.Chr1.1893","MRPL22",""
"995","KY21:KY21.Chr1.1894","UQCC2",""
"996","KY21:KY21.Chr1.1895","ZNF782",""
"997","KY21:KY21.Chr1.1896","KY21:KY21.Chr1.1896",""
"998","KY21:KY21.Chr1.1897","HSPA12A",""
"999","KY21:KY21.Chr1.1898","MMEL1",""
"1000","KY21:KY21.Chr1.1899","AKR1C2",""
"1001","KY21:KY21.Chr1.19","CENPF",""
"1002","KY21:KY21.Chr1.190","GNAO1",""
"1003","KY21:KY21.Chr1.1900","PROM1",""
"1004","KY21:KY21.Chr1.1901","TM9SF2",""
"1005","KY21:KY21.Chr1.1902","DIO3",""
"1006","KY21:KY21.Chr1.1903","TSHR",""
"1007","KY21:KY21.Chr1.1904","ALS2CL",""
"1008","KY21:KY21.Chr1.1905","RPGRIP1L",""
"1009","KY21:KY21.Chr1.1906","ACTR8",""
"1010","KY21:KY21.Chr1.1907","EML4",""
"1011","KY21:KY21.Chr1.1908","DCDC2B / EML1",""
"1012","KY21:KY21.Chr1.1909","ASCC3",""
"1013","KY21:KY21.Chr1.191","NCS1",""
"1014","KY21:KY21.Chr1.1910","GABRR1",""
"1015","KY21:KY21.Chr1.1911","ZNF726",""
"1016","KY21:KY21.Chr1.1912","GABRR2",""
